Country ,Country Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Ghana,GHA,1233.450597,1304.193067,1346.184553,1404.239791,1440.860349,1490.846873,1547.236299,1599.077926,1651.749846,1706.995692,1765.935336,1831.441011,1897.129518,1983.476478,2098.15671,2234.201454,2387.358547,2492.897985,2703.302627,2784.138279,2964.43112,3368.800837,3664.600153,3909.669523,4006.186475,4044.413369,4135.645,4457.355846,4746.684995,
Gibraltar,GIB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,871.4993282,898.6766032,923.6258375,967.1192728,1000.307833,1040.636789,1078.174231,1123.7414,1148.028121,1179.884875,1208.548507,1253.416761,1312.646354,1327.887063,1368.553326,1424.147685,1453.004181,1558.614436,1617.117614,1574.663204,1632.386304,1721.451359,1817.852602,1880.238514,1940.634943,1986.353057,2167.282392,2369.51917,2504.869745,
"Gambia, The",GMB,1588.889697,1630.394563,1665.500505,1701.04199,1687.013113,1684.669834,1700.158354,1759.159907,1785.309471,1868.138298,1952.907589,2045.715869,1947.272525,2052.939391,2186.559451,2134.310336,2121.13587,2178.153538,2290.386246,2389.549038,2484.669168,2261.049017,2352.808421,2389.253928,2328.650876,2376.478914,2377.042244,2464.773716,2612.000995,
Guinea-Bissau,GNB,1060.093141,1126.131272,1138.412281,1163.546456,1200.057043,1252.688658,1395.430972,1482.824633,1057.733385,1063.04957,1122.741789,1147.826788,1129.327752,1130.831277,1165.917433,1224.222269,1259.812383,1303.724633,1338.110142,1358.998261,1401.692456,1506.695312,1469.805044,1503.745886,1506.589514,1574.461164,1648.438332,1734.714909,1799.067891,
Equatorial Guinea,GNQ,660.4531105,654.4732927,872.9035297,959.2113951,1103.726326,1276.825369,2085.749488,5099.984998,6131.703914,7503.834839,8703.661456,13945.636,16236.60098,18069.89933,24525.86524,28241.92807,29941.85897,33840.551,38790.90398,37820.95481,33294.6535,34622.11627,36576.09043,34180.71153,33542.76508,29592.37967,26232.13378,24532.952,22743.82443,
Greece,GRC,13291.05198,13997.42897,14306.92255,14327.03177,14851.09236,15408.69221,16129.25314,17154.12998,18033.51768,18464.7321,19518.90751,20963.56036,22615.93565,23870.1601,25437.26843,25577.52408,28519.53894,29291.92369,30856.01183,30365.39993,28148.42242,26141.31959,25284.46408,26097.8719,26838.45523,26902.52532,27273.93458,28579.79453,29592.15242,
Grenada,GRD,4696.942267,4916.476639,4949.543591,4913.704819,5045.988209,5212.394025,5504.275939,5847.250876,6578.648633,7105.378067,7589.576807,7568.456451,7922.895537,8802.265578,8951.282111,10423.86032,10283.79525,11179.3058,11475.72783,10764.51396,10788.98952,11040.10948,11054.58487,11436.02581,12424.06768,13280.98243,13844.14347,14654.86644,15557.54504,
Greenland,GRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,3310.022035,3465.056495,3629.280599,3771.759655,3915.656915,4100.385342,4202.790221,4363.091746,4530.221158,4666.097747,4830.764001,4935.712795,5086.550786,5188.204053,5368.507328,5585.650725,5928.026112,6327.75499,6516.890988,6458.253034,6576.668609,6844.540528,7031.531311,7264.853827,7552.717983,7788.497934,7955.320011,8166.857467,8462.374008,
Guam,GUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,1865.863808,2042.615322,2238.825699,2461.013317,2710.951096,2897.909787,3187.813397,3456.042437,3455.367314,3628.774053,3673.79935,3847.739042,3955.084199,4001.162701,4169.794786,4213.389641,4562.465789,5013.018452,5209.1518,5428.762167,5706.200768,6106.967371,6523.258263,6935.122921,7302.406982,7565.799719,7865.450609,8142.576098,8640.73737,
High income,HIC,18204.9284,18989.03696,19752.59106,20347.81686,21320.63102,22243.72737,23215.18515,24269.87719,25090.08769,26111.64621,27755.05417,28659.19016,29590.4725,30570.90481,32263.17586,33833.25668,36012.83267,37767.1074,38702.17771,37695.14887,39091.19585,40697.95572,41846.03827,43314.0743,44581.0875,45831.411,47015.70317,48929.99014,50630.96212,
"Hong Kong SAR, China",HKG,17504.3572,18970.19454,20439.88957,21843.22835,23129.50163,23701.05653,24070.37478,25520.76856,24087.86072,24810.04848,27068.81009,27613.41243,28388.88501,29858.75065,33071.36409,36461.38319,39949.13935,43300.43427,44813.10793,43949.60279,47123.34339,50085.95933,51344.50705,53649.88933,55781.77367,57235.19123,58755.32006,61713.41554,64596.56385,
Honduras,HND,2081.50666,2022.001608,2132.5862,2260.388599,2249.112306,2370.0345,2389.196007,2470.289401,2515.099693,2462.669637,2628.424519,2686.72693,2759.212445,2865.039618,3049.733773,3256.300176,3493.06359,3723.884307,3871.469391,3726.826149,3832.54541,3984.497267,4150.265868,4263.120157,4398.096634,4536.135356,4683.126696,4916.723792,5138.752457,
Heavily indebted poor countries (HIPC),HPC,992.2006879,1002.46829,988.1453804,991.8300142,986.0092166,1025.58597,1068.789003,1103.333965,1123.706378,1146.285683,1172.937516,1217.64827,1242.207203,1285.836232,1355.634326,1442.386151,1535.642914,1636.766821,1722.845616,1763.040575,1839.381684,1911.89919,2004.264402,2099.711177,2196.52486,2265.704458,2335.353033,2437.007118,2530.644477,
Croatia,HRV,,,,,,7961.202558,8685.089591,9463.796423,9785.114789,9843.817633,10601.6383,11613.48393,12647.63913,13550.17297,14534.45224,15303.86262,17431.30471,19354.98219,20776.44815,19998.68469,19761.48491,20743.50638,21136.4033,21769.27996,22062.0257,23013.62205,24511.89485,26351.90704,27579.78083,
Haiti,HTI,1337.982425,1381.622932,1312.318405,1246.468568,1100.060529,1211.630151,1261.641549,1294.569082,1314.146455,1345.487696,1363.804198,1355.931003,1351.106112,1358.553498,1324.113894,1367.599877,1417.629644,1480.52853,1498.199674,1532.1101,1478.736255,1569.198158,1621.371471,1695.141608,1750.202933,1766.044239,1787.159403,1818.606695,1866.617589,
Hungary,HUN,,8312.416773,8244.563238,8400.85142,8845.213743,9177.965928,9340.325252,9823.814155,10397.93316,10873.24786,11854.81987,13213.44527,14526.38826,15464.17155,16228.92055,17073.55143,18342.71523,19045.80841,20696.72857,20678.06831,21569.89008,22894.34764,23148.12788,24498.17916,25604.98821,26668.04088,27171.15945,29159.12645,31102.50275,
IBRD only,IBD,2872.31952,2956.549401,3041.659008,3207.527918,3338.988537,3508.960452,3716.942449,3916.318587,4004.998452,4165.975625,4450.626543,4664.902078,4897.089212,5230.451276,5734.105724,6281.666006,7014.622544,7759.745755,8378.320421,8633.229486,9317.682587,10083.15585,10706.13267,11318.72336,11931.44242,12408.75818,13026.66217,13860.35428,14749.82774,
IDA & IBRD total,IBT,2573.365955,2644.665882,2714.617635,2846.066788,2948.928154,3089.317335,3262.340629,3423.580345,3495.121504,3624.91765,3857.150715,4034.266715,4226.79309,4498.643848,4913.711717,5364.596633,5957.991755,6558.632887,7049.846788,7253.033224,7792.375405,8389.37862,8878.292225,9365.684624,9851.757594,10217.63376,10681.30052,11319.9769,12003.29627,
IDA total,IDA,1364.669379,1397.581416,1421.518899,1428.680425,1434.359397,1477.931832,1536.241623,1572.298315,1602.235983,1638.823959,1703.108039,1774.544496,1856.260974,1942.269319,2083.12003,2239.974407,2400.230408,2564.048859,2686.773803,2780.675305,2911.526915,3033.713738,3168.779613,3340.854326,3517.016288,3627.906511,3715.755037,3871.705107,4059.557395,
IDA blend,IDB,2061.233695,2118.458958,2179.854264,2170.29182,2184.611017,2228.300783,2310.308585,2337.374668,2366.434177,2397.641782,2485.548644,2571.711271,2728.019412,2851.152083,3082.454426,3313.574855,3539.879646,3755.78716,3890.789245,4027.612092,4193.168822,4376.973084,4552.136563,4782.654423,5029.338542,5172.738392,5232.508828,5384.441433,5614.24668,
Indonesia,IDN,3001.912768,3260.806861,3492.262885,3745.182789,4048.527165,4404.661347,4764.205674,5000.951712,4331.496757,4367.431885,4620.547598,4827.438785,5055.355834,5323.104507,5664.893913,6091.922453,6534.07551,7041.486994,7510.100118,7813.090106,8284.501294,8859.139998,9444.948401,10009.66548,10570.19504,11063.06221,11604.52525,12279.18328,13079.6193,
IDA only,IDX,992.9225395,1012.603686,1015.542009,1033.458231,1034.913437,1079.907487,1126.060329,1168.15737,1199.120619,1239.772836,1292.186619,1357.388707,1398.870747,1466.426052,1559.78274,1678.364703,1804.757987,1942.268998,2059.936195,2130.762579,2242.841627,2331.347781,2444.9445,2585.757341,2723.947516,2817.383172,2921.947122,3082.516503,3249.854407,
Isle of Man,IMN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,1236.671208,1265.917481,1338.664595,1407.473802,1503.745417,1620.175387,1741.084404,1808.708364,1906.7799,2067.740994,2156.689919,2270.718563,2354.2651,2544.112251,2774.420858,3039.128698,3331.592127,3628.001338,3757.289184,4026.380833,4360.15405,4624.561404,4909.584076,5252.272397,5682.731285,6133.887015,6634.844574,7168.992484,7762.88177,
Not classified,INX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,13738.26598,14393.94598,15110.71462,15806.03556,17005.58515,18937.55551,20479.16734,22625.57673,25059.45945,26995.26129,30177.82788,32546.09148,35212.09472,36237.77128,38669.20414,40437.77458,44204.9969,46759.71484,44283.73011,41621.71832,43295.01791,44855.3247,46256.56888,47897.29166,51067.97671,69056.04604,70522.22592,77596.35505,83203.39468,
"Iran, Islamic Rep.",IRN,7374.558729,8373.035838,8641.606758,8797.162671,8722.596439,8982.461774,9488.517338,9569.414143,9758.726812,9856.574398,10533.52478,10713.58315,11528.77068,12611.46551,13355.14302,14045.20849,15023.08444,16501.97427,16681.79497,16791.05888,17767.50221,18400.90629,17149.73922,17202.3003,18101.7763,17817.63647,20150.32226,21011.28831,,
Iraq,IRQ,7498.159832,2713.696494,3577.504745,4632.516812,4766.883126,4819.553143,5282.533208,6315.379861,8349.808791,9659.249609,9717.658254,9861.520265,9055.551154,5999.130991,9255.53032,9738.639139,10840.81758,11098.13138,12040.24597,12287.72965,12884.90384,13693.97637,15320.88647,16133.56524,15950.19629,15981.31509,18085.87647,17519.05422,17435.85393,
Iceland,ISL,21984.38665,22415.69892,21876.37537,22459.29709,23561.59166,23953.39102,24784.37838,26910.43627,28688.22922,29523.19154,29710.55155,31775.15843,32524.02325,32619.35874,35608.06946,37233.19629,39093.95196,41160.23651,43318.35275,41905.36603,39576.97124,40767.23641,41926.34194,44157.55246,45714.89381,48728.09936,52582.29385,55322.09013,57303.06078,
Israel,ISR,15171.30224,15909.49313,16939.09649,17580.71256,18796.82975,19919.46754,20755.23334,21415.61805,22052.41543,22584.93854,24931.03887,24918.00428,25224.87874,23821.5451,25224.36448,24831.44992,25678.71429,27487.84462,27433.06349,27501.29414,28861.93991,30539.96337,31693.91787,34145.7126,34212.94449,35436.81087,37463.19908,38866.1107,39919.16965,
Italy,ITA,18608.78827,19520.55791,20118.29565,20406.8418,21286.60236,22359.98275,23029.50003,23873.34492,25020.65862,25602.38947,27076.1868,28045.44843,28736.57711,29164.59527,29527.79094,30130.64446,32419.93615,34108.20429,35523.27131,34610.03145,35155.66806,36598.01497,36486.29679,36314.6971,36194.87392,36909.32837,39178.4,41200.02872,41830.42633,
Jamaica,JAM,4738.035258,5094.354174,5265.469088,5841.966046,5990.279625,6198.663359,6243.561341,6217.364831,6081.819331,6177.902467,6318.642619,6495.147003,6684.32279,7014.854567,7257.340316,7508.988192,7918.879434,8206.866186,8257.870394,7920.231105,7853.974864,8112.12923,8170.129002,8306.755236,8473.743427,8595.88659,8763.300248,8974.33982,9326.664059,
Jordan,JOR,4128.381269,4120.939357,4728.468626,4794.784592,4897.953131,5103.478549,5143.970206,5276.781173,5389.845599,5555.438647,5815.873532,6142.842663,6476.612526,6724.043386,7300.219009,7879.095022,8443.677235,8983.913039,9369.884496,9471.843568,9306.488797,9235.879132,9151.732473,9093.010015,9123.978709,9089.006864,9092.954278,9241.513754,9478.904588,
Japan,JPN,19561.20174,20849.01768,21451.67413,21792.33548,22402.26643,23409.64029,24515.11628,25146.20043,25074.05769,25325.70726,26838.69136,27472.54712,28160.10761,28924.68216,30348.04197,31663.4531,33090.19626,34501.50901,34798.7659,33198.61611,34986.99454,35774.69671,37191.38595,38974.07949,39179.15561,40396.24321,41118.07804,41958.96216,42797.45852,
Kazakhstan,KAZ,8468.793605,7743.565658,7505.476087,7022.865021,6360.671033,6066.914068,6303.644137,6625.206765,6686.911048,7033.284878,7918.947004,9200.784457,10261.83496,11386.11323,12726.39944,14268.33754,16101.83296,17801.14353,18519.2511,18392.88499,19685.35171,21276.93402,22407.98331,23823.88613,24924.37021,25123.31799,25314.86554,26490.84377,27879.75195,
Kenya,KEN,1523.7385,1545.981858,1518.752665,1511.865463,1536.919553,1590.038219,1637.861643,1626.998436,1652.544939,1668.271251,1669.318817,1722.772066,1712.506831,1747.464545,1835.481863,1950.28767,2081.164298,2221.122812,2207.642032,2235.680111,2385.992645,2515.927471,2610.737996,2740.02864,2867.10191,2988.073282,3121.830489,3258.154499,3467.556478,
Kyrgyz Republic,KGZ,2254.800682,2113.198659,1839.820917,1591.790461,1299.700888,1242.51567,1334.99823,1471.056057,1496.050869,1549.927982,1650.785503,1759.989812,1771.185889,1910.77178,2074.835594,2111.757152,2219.185786,2449.999653,2681.893434,2746.972069,2733.079268,2920.60321,2921.603783,3232.128754,3356.983448,3453.360746,3567.812684,3733.606138,3884.708809,
Cambodia,KHM,,,,1150.285942,740.1297815,804.1239173,841.3389302,865.2669966,892.1317992,995.4598384,1101.815794,1185.433252,1259.813705,1368.700893,1525.928724,1754.171137,1971.563042,2198.292175,2355.903624,2340.558567,2470.704155,2658.062552,2860.146734,3073.318143,3300.61675,3513.82356,3742.958793,4019.679985,4360.854404,
Kiribati,KIR,1261.458411,1281.253495,1302.957749,1328.54606,1363.135527,1372.863024,1400.433936,1425.134521,1509.900051,1482.397588,1583.087611,1567.041215,1624.565342,1658.863228,1644.954584,1744.974858,1758.459498,1800.754894,1756.730343,1745.986907,1716.059227,1749.233461,1837.991938,1921.614459,1917.627413,2110.117273,2210.850719,2227.920995,2293.920333,
St. Kitts and Nevis,KNA,10181.75938,10299.1541,10897.7138,11787.88499,12531.00611,13336.01796,14237.99997,15334.98644,15301.13904,15877.40242,17734.62004,18898.42789,19424.95332,18861.59023,19903.88922,22257.62821,23359.95826,23754.90841,25570.31248,24685.25821,24033.32038,24766.19605,24461.13248,25999.0328,27910.15016,28261.41206,29137.82185,28869.68919,30207.79021,
"Korea, Rep.",KOR,8273.406045,9345.822855,10044.19063,10875.12437,12008.47377,13299.16144,14433.0009,15406.22038,14621.29968,16392.80863,18082.9548,19168.21512,20775.10514,21376.76617,22936.81163,24196.42385,25820.97163,27822.27653,28655.98352,28325.2093,30365.27837,31228.5107,32097.164,32615.77259,33587.5834,35760.73444,37142.8329,38824.11539,40111.77576,
Kuwait,KWT,,,,,,59810.88601,60485.3054,59975.52572,58721.77862,54891.17974,56067.05908,55831.35461,57502.26456,67935.05515,75549.67174,83521.9999,88482.98358,91290.71514,89916.47335,79265.59307,73817.97698,78021.67168,80209.81453,78399.24717,76703.31167,75042.14197,75689.27575,71695.56421,72897.56235,
Latin America & Caribbean (excluding high income),LAC,5916.955561,6228.513841,6422.460149,6966.45404,7325.534651,7431.10263,7703.701317,8109.257317,8249.794119,8235.67759,8601.426246,8709.585418,8739.754789,8952.762398,9627.781372,10241.96967,11057.761,11848.63371,12493.6423,12292.11698,13046.65768,13886.95022,14365.85395,14840.89465,15156.88574,15155.39686,15156.15439,15604.96578,16017.99609,
Lao PDR,LAO,1108.386981,1162.146195,1220.949237,1289.509022,1389.640805,1483.871257,1581.560406,1685.647476,1739.771698,1861.014285,1979.537838,2105.342745,2230.725003,2373.963598,2553.684695,2776.517672,3056.927319,3321.339336,3589.502001,3823.692269,4130.547187,4485.181127,4863.791732,5267.284644,5689.82855,6075.952799,6473.243696,6942.238417,7439.59936,
Lebanon,LBN,3623.301987,5370.690693,6074.965236,6527.670426,6874.467165,7206.501581,7980.554427,8096.717458,8407.338254,8361.1002,8448.529729,8632.385929,8654.47792,8672.163654,9091.163179,9366.765445,9688.656235,10860.92089,12102.83681,13286.61257,14111.19139,13841.53501,13610.88835,13309.01995,13049.03296,12695.41014,12693.56418,12813.86955,13081.10746,
Liberia,LBR,,,,,,,,,,,1048.694769,1063.610813,1094.849374,765.7607838,791.8993006,837.6613236,901.3154509,974.9193196,1021.823984,1041.945486,1078.946046,1154.40937,1234.280819,1329.049283,1328.913111,1309.269565,1269.886223,1293.415934,1308.629536,
Libya,LBY,,,,,,,,,,16706.12671,17437.0857,17230.91106,17060.31866,19326.376,20406.82756,23181.26796,25053.9574,26958.63336,27825.07083,27474.49038,28890.36545,11096.15636,25080.96838,21929.50351,16870.48513,15403.57322,14964.52288,19056.8043,20764.16414,
St. Lucia,LCA,6250.980005,6395.139133,6973.164784,7097.449724,7279.909217,7470.479765,7726.277044,7697.430817,8159.436604,8390.061886,8486.854699,8300.631416,8402.606913,8860.384636,9682.614003,9845.841882,10644.30463,11005.98965,11614.16662,11384.55596,11428.51171,12049.20936,12168.57838,12078.36362,12416.87345,12520.76322,12990.80775,13505.45477,13881.37213,
Latin America & Caribbean,LCN,5970.196069,6290.597906,6510.63483,7052.988682,7421.266425,7555.124969,7845.721089,8268.481823,8430.028262,8430.460943,8808.172833,8938.313443,8981.18127,9210.35916,9915.327514,10544.1804,11430.60135,12239.52873,12855.82097,12648.63474,13438.05948,14320.89745,14831.73181,15329.58656,15654.73684,15661.93512,15674.98005,16156.20469,16590.22225,
Least developed countries: UN classification,LDC,893.3917887,915.364099,920.8912072,923.051753,928.603921,976.0416903,1023.930816,1064.273356,1092.077951,1129.431646,1179.141647,1240.185824,1289.127068,1352.067277,1447.217195,1573.831625,1705.14094,1850.150177,1972.005726,2038.564714,2145.354881,2221.762326,2325.893618,2448.865945,2572.910826,2650.399936,2728.232875,2857.675589,2995.447758,
Low income,LIC,932.3972785,939.2492809,907.5447609,905.1905992,905.5326636,936.2612097,972.3308632,999.1876854,1016.389521,1041.883543,1070.447646,1118.759347,1142.256498,1183.806776,1255.012941,1340.907912,1419.147664,1508.637175,1586.554667,1638.534094,1729.033452,1774.898389,1833.558538,1932.019348,2029.215229,2057.381785,2095.551678,2184.874577,2287.806888,
Liechtenstein,LIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,2344.671738,2505.107564,2644.605926,2863.712968,3059.694845,3268.850512,3431.796636,3693.748221,3891.084691,4095.248635,4410.987735,4406.600002,4616.969352,4940.196264,5304.427424,5764.132459,6344.939228,6906.996548,7407.324792,7674.350942,8328.90662,9155.658792,10171.42447,10618.20208,11250.30924,11830.69575,12359.34586,12878.58867,13473.66309,
Lower middle income,LMC,1825.847916,1874.740318,1938.285067,1982.818656,2047.47334,2155.163052,2282.735346,2366.657681,2373.087625,2481.131033,2601.490447,2728.870612,2846.382968,3027.382365,3272.300132,3541.646138,3843.313592,4157.549764,4358.967655,4546.747562,4838.153864,5104.081459,5386.547403,5704.051442,6056.980528,6385.857221,6741.405472,7166.048595,7655.137875,
Low & middle income,LMY,2517.223465,2589.889004,2655.4083,2783.339792,2881.452488,3015.699625,3183.053788,3337.854007,3404.647296,3532.289049,3760.590188,3934.979746,4123.25388,4392.288437,4799.677893,5247.203635,5825.820718,6415.033306,6900.392715,7102.484442,7629.587182,8213.142226,8696.664871,9179.875805,9664.154347,10026.31459,10488.83226,11115.41974,11793.53738,
Lesotho,LSO,843.071504,911.5471371,974.9384642,1010.41716,1070.737363,1106.996894,1168.39443,1211.421932,1225.541072,1235.414162,1303.543534,1377.59123,1413.615276,1514.086085,1590.942832,1705.716887,1837.356205,1980.900154,2155.306978,2215.177375,2378.563578,2578.639634,2767.67561,2857.768834,2972.012946,3062.068836,3170.578608,3132.495534,3219.457157,
Late-demographic dividend,LTE,2856.188738,2952.878562,3016.485277,3192.934709,3375.508696,3603.751031,3822.36894,4053.807042,4164.520973,4373.506583,4751.742992,5072.11194,5444.459805,5915.311143,6530.993022,7236.483641,8237.190369,9269.01778,10209.04084,10608.22185,11537.75018,12702.98415,13621.59315,14497.9114,15330.12418,15955.48804,16689.0103,17812.90106,19073.35995,
Lithuania,LTU,,,,,,5924.033348,6379.408099,7069.96175,7763.001308,7821.640887,8457.608774,9451.636523,10494.35179,12067.65917,13031.50054,14526.0824,16484.59202,19095.43677,20744.12753,18145.85292,20039.01002,22823.91839,24645.56909,26680.03416,28156.13581,28823.81289,30334.19087,33314.74037,35461.3591,
Luxembourg,LUX,29664.79513,32875.59926,33784.86985,35557.60211,37194.51922,39635.72375,41343.73163,42846.10545,44396.52913,50627.92776,55348.89874,55894.80455,58771.50927,60039.29874,64051.55593,68220.06448,77951.36474,83981.73587,86693.89512,82278.19739,85613.58661,92005.01684,91622.17742,95590.5387,101297.5757,103750.7751,108165.7614,110589.1924,113337.4205,
Latvia,LVA,,,,,5399.533143,5491.329936,5778.977931,6467.472906,7048.004597,7390.374605,8015.685601,9018.397415,10052.62273,11010.88527,12199.16411,13836.84355,15745.10313,18127.15673,19466.14509,16924.03115,17587.34596,19789.4764,21291.1197,22692.85344,23844.22612,24830.93429,25875.98735,28115.34769,30304.8525,
"Macao SAR, China",MAC,26204.0332,27301.74427,30879.10987,32541.81461,33953.07893,35091.22719,34872.92685,34671.84294,32784.50988,31792.78852,33616.33289,34526.36757,37283.94641,41356.41236,52527.87894,57164.45169,65257.00934,75063.00432,77472.77793,77417.84569,95951.96228,116456.9567,126618.3727,139962.1749,137832.9615,107069.5956,105577.6662,116370.7403,123892.1664,
St. Martin (French part),MAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,2545.871185,2770.948826,2725.623708,2722.172776,3024.580204,2876.256361,3243.969395,3204.383674,3430.203441,3473.500068,3574.843324,3873.407176,4009.185551,4276.012573,4547.823685,4787.233945,5243.914739,5509.929878,5879.26095,6099.692766,6324.152955,6703.876831,6940.434737,7278.362142,7507.240831,7822.968048,7885.837651,8267.345841,8611.709833,
Monaco,MCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,,,,,,2310.225278,2218.704727,2302.638031,2177.095541,2137.493306,2235.878102,2429.72802,2666.845803,2903.817694,3210.597016,3567.570266,3862.678175,4094.912562,4508.754038,4275.933379,4637.516516,5012.742008,5079.416347,5637.502408,6035.022647,6082.841894,6424.371154,6858.891958,7271.641919,
Madagascar,MDG,1251.136354,1176.911754,1182.512215,1199.430107,1187.525857,1195.769519,1205.602851,1232.232603,1254.791305,1290.918093,1340.131271,1407.821118,1211.285973,1314.210686,1378.740509,1443.840549,1517.271503,1608.135453,1700.21266,1599.214903,1583.036118,1596.89409,1631.312329,1652.671039,1693.795099,1718.597532,1758.845163,1813.515493,1891.320668,
Maldives,MDV,,,,,,5696.443866,6134.846975,6645.267189,7099.579616,7505.064081,7800.490466,7472.464508,7924.279814,8923.529345,9448.786658,8242.991429,10452.27422,11296.00956,12303.97044,11177.85596,11720.52813,12486.44691,12496.42826,13039.04792,13622.88572,13546.05023,13931.36278,14523.99637,15307.72194,
Middle East & North Africa,MEA,7749.910006,8059.717277,8475.88542,8694.710465,8866.147496,9047.04029,9453.413634,9740.144062,10145.38675,10304.48819,10920.79108,11104.60671,11277.43873,11815.5355,12855.57862,13607.47621,14507.89546,15346.4509,15983.81721,15907.77444,16559.28134,17079.95723,17691.54663,18110.99083,18585.6686,18877.15572,19756.56365,20096.90388,20712.43251,
Mexico,MEX,6498.917137,6883.346958,7185.821943,8555.64056,9014.381915,8482.613062,9076.087735,9712.091271,10173.16543,10448.8234,11089.81343,11129.86896,11187.47762,11482.44959,12085.7618,12657.63719,13808.17762,14290.06724,14924.82175,14558.24481,15260.62055,16520.25851,17162.92752,17373.89702,18045.98446,18284.88284,18783.16158,19423.92769,19844.64567,
Marshall Islands,MHL,1998.490655,2019.487136,2175.209914,2332.731841,2503.293204,2752.430594,2510.273844,2392.896969,2404.482403,2405.38236,2476.246796,2668.129428,2760.841073,2710.465424,2757.248092,2866.939653,2946.295217,3093.465138,2934.230051,2995.234351,3252.367857,3285.582535,3258.500774,3425.601546,3443.028342,3519.218145,3585.710747,3780.93897,3989.037658,
Middle income,MIC,2657.664681,2737.362019,2812.128725,2952.905103,3061.55187,3207.566877,3389.320824,3558.309155,3632.631844,3772.933458,4023.210724,4214.145904,4422.672345,4718.999305,5165.637442,5656.443662,6293.453734,6943.15614,7481.021796,7709.214069,8294.051321,8946.472562,9487.995529,10026.71006,10568.27138,10982.11721,11508.83453,12216.2633,12983.19953,
North Macedonia,MKD,5527.681462,5369.849517,5143.629145,4883.574347,4905.911371,4949.077345,5083.553091,5219.037651,5435.754777,5703.950666,6127.035274,6028.860911,6305.372185,6502.651099,7080.110143,7759.701569,8584.853586,9242.973203,10418.05514,10914.42066,11273.857,11611.25115,11839.61687,12653.59655,13368.14674,13831.22799,14813.35745,15298.95193,16358.66205,
Mali,MLI,826.7915224,934.6138255,902.6909548,928.5429976,958.102147,961.3748446,1021.214235,1061.285545,1124.829717,1174.121366,1166.376271,1335.566578,1357.257746,1462.478263,1477.634673,1571.587683,1639.719328,1685.393542,1741.249136,1777.690079,1836.816217,1877.892828,1842.686602,1863.367757,1974.217655,2053.128574,2131.589703,2221.757886,2316.6552,
Malta,MLT,9338.486641,9985.532731,10582.44536,11206.09823,11979.6153,12916.18686,13675.07142,15130.21069,15868.63158,16962.2056,19425.71188,19621.34454,20561.69408,20937.60382,21401.14407,22232.48289,23223.97713,24893.20115,26193.18285,26139.50818,27809.1065,28585.82045,29437.16903,31080.26838,33391.11068,36195.56319,38347.86857,41510.28901,42581.09786,
Myanmar,MMR,473.8636016,480.2529696,532.1541028,571.0858596,619.7681011,668.7409165,715.8812561,759.5566271,802.7528875,892.3254411,1025.710408,1154.626473,1300.795797,1494.384325,1727.868284,2007.514098,2322.057579,2653.118882,2963.697788,3280.274594,3613.019143,3864.959768,4193.132339,4587.086831,5005.999653,5372.241161,5709.871361,6172.392649,6674.028647,
Middle East & North Africa (excluding high income),MNA,5257.833714,5204.783011,5440.002732,5592.742204,5666.442823,5820.117145,6150.954661,6350.707699,6733.629961,7008.349251,7365.486975,7565.06032,7802.85078,8014.772558,8727.469711,9243.973234,9880.058769,10579.32419,10985.48173,11158.08891,11672.24487,11637.70618,11941.64965,12144.2443,12427.76456,12478.38396,13343.38173,13752.40842,,
Montenegro,MNE,,,,,,,,,,,6002.627014,6773.144226,7100.282774,7332.728503,7835.159297,8313.65688,10447.90074,12447.2825,13816.61796,13024.77202,13634.99696,14472.45826,13863.88105,14870.22694,15371.1069,16337.25379,17866.47225,19355.01984,20689.98675,
Mongolia,MNG,3324.141434,3090.018337,2835.195526,2785.947157,2884.132559,3108.459064,3210.214439,3364.981053,3486.756517,3614.154884,3704.257383,3861.572885,4068.489678,4388.534427,4930.358646,5387.888859,5949.514034,6644.628515,7270.048778,7119.208251,7530.75353,8853.125419,9939.570296,11068.45656,11925.8134,12100.12735,12140.84709,12791.57934,13799.90485,
Northern Mariana Islands,MNP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,,324.6360462,300.9789673,327.3411883,342.4329064,345.1363376,379.151098,417.8391769,452.973568,500.4774708,504.0740388,561.2486948,605.0869388,639.6857231,688.3647277,735.376635,808.0249408,869.4162049,925.1805404,964.3353336,1010.752656,1078.208603,1146.642098,1213.929695,1291.74681,1354.391906,1381.315497,1418.485398,1459.698413,
